"날짜","종가","시가","고가","저가","거래량","변동 %","RSI(14)","MACD(12,26)","MACD_SIGNAL(9)","MACD_HIST"
"2023- 05- 10","64,600","65,500","65,500","64,300","13.02M","-1.07%","48.2571","314.1386","442.3596","-128.2210"
"2023- 05- 09","65,300","65,800","65,800","65,100","9.28M","-0.91%","53.8166","396.8605","474.4149","-77.5544"
"2023- 05- 08","65,900","66,300","66,300","65,400","9.25M","1.23%","59.2493","425.3984","493.8035","-68.4051"
"2023- 05- 07","65,100","65,100","65,100","65,100","","0.00%","53.4286","394.5446","510.9047","-116.3601"
"2023- 05- 04","65,100","65,600","65,700","64,700","9.76M","-0.46%","53.4286","430.8797","539.9947","-109.1150"
"2023- 05- 03","65,400","65,100","65,600","64,900","8.78M","-0.46%","56.0157","470.9892","567.2735","-96.2843"
"2023- 05- 02","65,700","66,000","66,300","65,100","14.08M","0.31%","58.6529","484.7872","591.3446","-106.5574"
"2023- 05- 01","65,500","65,500","65,500","65,500","","0.00%","57.4117","464.8016","617.9839","-153.1823"
"2023- 04- 28","65,500","65,200","65,900","65,000","18.14M","1.39%","57.4117","452.8956","656.2795","-203.3839"
"2023- 04- 27","64,600","64,100","65,000","63,300","14.71M","0.78%","51.7970","431.1116","707.1255","-276.0139"
"2023- 04- 26","64,100","63,600","64,300","63,300","12.55M","0.79%","48.2795","488.6730","776.1289","-287.4559"
"2023- 04- 25","63,600","65,300","65,400","63,400","16.06M","-2.45%","44.5201","605.9434","847.9929","-242.0495"
"2023- 04- 24","65,200","65,300","65,700","64,800","12.89M","-0.76%","56.7846","797.7184","908.5053","-110.7869"
"2023- 04- 23","65,700","65,700","65,700","65,700","","0.00%","61.7183","867.9808","936.2020","-68.2213"
"2023- 04- 21","65,700","65,800","65,900","65,400","10.29M","0.61%","61.7183","894.1269","953.2574","-59.1305"
"2023- 04- 20","65,300","65,100","65,300","64,600","9.47M","-0.31%","59.2777","914.4933","968.0400","-53.5467"
"2023- 04- 19","65,500","65,500","65,800","65,300","10.24M","-0.15%","61.0858","967.9138","981.4267","-13.5129"
"2023- 04- 18","65,600","65,900","66,000","64,800","14.76M","0.46%","61.9634","1001.6554","984.8049","16.8506"
"2023- 04- 17","65,300","65,000","65,600","64,700","13.47M","0.31%","60.3778","1019.9707","980.5922","39.3784"
"2023- 04- 16","65,100","65,100","65,100","65,100","","0.00%","59.3282","1059.0571","970.7476","88.3095"
"2023- 04- 14","65,100","66,600","66,600","65,000","15.49M","-1.51%","59.3282","1113.9047","948.6703","165.2345"
"2023- 04- 13","66,100","65,600","66,100","65,400","14.55M","0.15%","66.9770","1167.7080","907.3616","260.3464"
"2023- 04- 12","66,000","65,800","66,200","65,300","14.77M","0.15%","66.5769","1117.5776","842.2750","275.3025"
"2023- 04- 11","65,900","66,200","66,200","65,400","16.18M","0.30%","66.1966","1047.5190","773.4494","274.0696"
"2023- 04- 10","65,700","64,800","66,300","64,700","18.73M","1.08%","65.4668","953.0441","704.9320","248.1120"
"2023- 04- 09","65,000","65,000","65,000","65,000","","0.00%","62.8610","838.9608","642.9040","196.0568"
"2023- 04- 07","65,000","63,800","65,200","63,800","27.42M","4.33%","62.8610","752.4187","593.8898","158.5289"
"2023- 04- 06","62,300","63,500","63,600","62,300","14.97M","-2.50%","50.4178","631.0153","554.2576","76.7577"
"2023- 04- 05","63,900","63,700","64,000","63,400","9.05M","0.47%","61.8140","741.7910","535.0681","206.7229"
"2023- 04- 04","63,600","63,400","63,800","62,800","11.08M","0.79%","60.2496","709.4824","483.3874","226.0950"
"2023- 04- 03","63,100","64,000","64,000","63,000","11.94M","-1.41%","57.5589","688.4705","426.8637","261.6069"
"2023- 04- 02","64,000","64,000","64,000","64,000","","0.00%","64.9020","702.5468","361.4620","341.0848"
"2023- 03- 31","64,000","64,000","64,000","63,700","13.36M","1.27%","64.9020","618.6579","276.1908","342.4672"
"2023- 03- 30","63,200","63,700","63,700","63,100","15.04M","0.80%","61.0982","502.5866","190.5740","312.0126"
"2023- 03- 29","62,700","62,500","62,700","62,200","11.05M","-0.32%","58.4872","428.5815","112.5708","316.0107"
"2023- 03- 28","62,900","62,400","62,900","62,100","11.53M","1.29%","59.9825","378.7993","33.5681","345.2312"
"2023- 03- 27","62,100","62,600","62,800","62,000","10.99M","-1.43%","55.7835","289.3857","-52.7397","342.1254"
"2023- 03- 26","63,000","63,000","63,000","63,000","","0.00%","62.6509","252.5067","-138.2710","390.7777"
"2023- 03- 24","63,000","62,700","63,300","62,300","17.46M","1.12%","62.6509","110.1266","-235.9654","346.0920"
"2023- 03- 23","62,300","60,600","62,300","60,600","15.30M","1.96%","59.2899","-73.2041","-322.4884","249.2843"
"2023- 03- 22","61,100","61,000","61,200","60,500","8.95M","1.33%","52.4831","-234.8633","-384.8095","149.9462"
"2023- 03- 21","60,300","60,500","60,700","60,100","8.30M","0.17%","46.9971","-315.6011","-422.2961","106.6949"
"2023- 03- 20","60,200","61,100","61,200","60,200","9.56M","-1.79%","46.2771","-332.6069","-448.9698","116.3629"
"2023- 03- 19","61,300","61,300","61,300","61,300","","0.00%","53.7320","-339.2927","-478.0605","138.7679"
"2023- 03- 17","61,300","60,800","61,300","60,600","13.81M","2.34%","53.7320","-454.8910","-512.7525","57.8615"
"2023- 03- 16","59,900","59,200","60,200","59,100","10.57M","0.17%","43.7961","-595.8199","-527.2179","-68.6020"
"2023- 03- 15","59,800","60,000","60,300","59,600","10.29M","1.36%","42.9840","-624.4845","-510.0674","-114.4171"
"2023- 03- 14","59,000","59,400","59,500","59,000","11.22M","-1.67%","36.1283","-641.8057","-481.4631","-160.3425"
"2023- 03- 13","60,000","59,900","60,200","59,300","11.78M","0.84%","41.9885","-573.1239","-441.3775","-131.7464"
"2023- 03- 12","59,500","59,500","59,500","59,500","","0.00%","37.2639","-578.9429","-408.4409","-170.5020"
"2023- 03- 10","59,500","59,500","59,700","59,100","11.83M","-1.00%","37.2639","-527.0399","-365.8154","-161.2245"
"2023- 03- 09","60,100","60,500","60,800","59,900","13.94M","-0.33%","40.6930","-453.1268","-325.5093","-127.6175"
"2023- 03- 08","60,300","60,100","60,500","59,900","13.91M","-0.66%","41.8861","-413.2868","-293.6049","-119.6819"
"2023- 03- 07","60,700","61,400","61,400","60,700","11.45M","-1.30%","44.2981","-376.7886","-263.6844","-113.1042"
"2023- 03- 06","61,500","61,100","61,600","60,800","13.14M","1.65%","49.6027","-365.4504","-235.4084","-130.0420"
"2023- 03- 05","60,500","60,500","60,500","60,500","","0.00%","41.4670","-427.1176","-202.8978","-224.2197"
"2023- 03- 03","60,500","61,000","61,200","60,500","10.64M","-0.49%","41.4670","-397.7966","-146.8429","-250.9536"
"2023- 03- 02","60,800","60,900","61,800","60,500","13.02M","0.33%","43.2740","-354.5861","-84.1045","-270.4816"
"2023- 03- 01","60,600","60,600","60,600","60,600","","0.00%","41.7013","-324.8218","-16.4841","-308.3377"
"2023- 02- 28","60,600","60,800","61,400","60,500","11.77M","0.17%","41.7013","-261.7433","60.6003","-322.3436"
"2023- 02- 27","60,500","60,800","60,800","60,200","11.11M","-1.31%","40.9961","-177.4251","141.1862","-318.6113"
"2023- 02- 26","61,300","61,300","61,300","61,300","","0.00%","45.0440","-57.0418","220.8391","-277.8809"
"2023- 02- 24","61,300","62,300","62,600","61,300","10.13M","-1.13%","45.0440","15.9862","290.3093","-274.3231"
"2023- 02- 23","62,000","61,700","62,500","61,500","12.92M","1.47%","48.6696","108.9639","358.8901","-249.9261"
"2023- 02- 22","61,100","61,500","61,800","61,000","11.88M","-1.61%","43.2125","154.7797","421.3716","-266.5919"
"2023- 02- 21","62,100","62,700","62,800","62,000","7.58M","-0.96%","48.5364","302.6423","488.0196","-185.3773"
"2023- 02- 20","62,700","62,900","63,000","61,800","12.88M","0.16%","52.1135","385.1485","534.3639","-149.2154"
"2023- 02- 19","62,600","62,600","62,600","62,600","","0.00%","51.5610","423.7633","571.6677","-147.9044"
"2023- 02- 17","62,600","62,900","63,300","62,400","10.68M","-1.73%","51.5610","477.0679","608.6438","-131.5760"
"2023- 02- 16","63,700","62,500","63,700","62,400","13.72M","2.41%","57.8966","538.1647","641.5378","-103.3731"
"2023- 02- 15","62,200","63,900","63,900","62,000","13.14M","-1.58%","50.1387","496.3186","667.3811","-171.0625"
"2023- 02- 14","63,200","63,600","63,900","63,200","9.10M","0.48%","56.5941","588.4159","710.1467","-121.7309"
"2023- 02- 13","62,900","62,900","63,000","62,300","10.68M","0.16%","54.9794","595.5885","740.5795","-144.9910"
"2023- 02- 12","62,800","62,800","62,800","62,800","","0.00%","54.4550","626.6257","776.8272","-150.2014"
"2023- 02- 10","62,800","62,600","63,000","62,400","9.34M","-0.32%","54.4550","667.3078","814.3776","-147.0697"
"2023- 02- 09","63,000","63,000","63,300","62,300","12.12M","-0.16%","55.5713","709.5267","851.1450","-141.6183"
"2023- 02- 08","63,100","62,800","63,300","62,400","12.18M","1.94%","56.1053","732.7292","886.5496","-153.8204"
"2023- 02- 07","61,900","61,900","62,500","61,600","14.47M","0.49%","50.8417","741.5044","925.0047","-183.5003"
"2023- 02- 06","61,600","62,800","63,000","61,600","15.46M","-3.45%","49.4341","864.1010","970.8797","-106.7787"
"2023- 02- 05","63,800","63,800","63,800","63,800","","0.00%","61.4076","1038.5556","997.5744","40.9812"
"2023- 02- 03","63,800","63,900","64,000","63,000","14.81M","0.47%","61.4076","1022.1169","987.3291","34.7878"
"2023- 02- 02","63,500","63,200","63,900","62,600","23.12M","2.75%","60.2763","986.2679","978.6321","7.6358"
"2023- 02- 01","61,800","62,600","62,700","61,000","17.15M","1.31%","53.0317","956.7113","976.7232","-20.0119"
"2023- 01- 31","61,000","63,500","63,700","61,000","28.18M","-3.63%","48.9644","1078.1615","981.7262","96.4353"
"2023- 01- 30","63,300","64,900","64,900","63,100","19.15M","-2.01%","63.6876","1298.9482","957.6173","341.3309"
"2023- 01- 29","64,600","64,600","64,600","64,600","","0.00%","75.6220","1327.6768","872.2846","455.3922"
"2023- 01- 27","64,600","64,400","65,000","63,900","18.15M","1.10%","75.6220","1212.6696","758.4366","454.2331"
"2023- 01- 26","63,900","63,800","63,900","63,300","13.25M","0.79%","73.2989","1048.2398","644.8783","403.3615"
"2023- 01- 25","63,400","63,500","63,700","63,000","16.79M","2.59%","71.4974","894.3931","544.0379","350.3552"
"2023- 01- 24","61,800","61,800","61,800","61,800","","0.00%","64.3505","735.9286","456.4491","279.4795"
"2023- 01- 20","61,800","62,100","62,300","61,100","9.60M","0.49%","64.3505","685.8749","386.5793","299.2957"
"2023- 01- 19","61,500","60,500","61,500","60,400","12.28M","1.82%","62.8442","612.0118","311.7554","300.2565"
"2023- 01- 18","60,400","60,700","61,000","59,900","11.49M","-0.98%","56.6010","539.3792","236.6912","302.6879"
"2023- 01- 17","61,000","61,200","61,500","60,600","9.60M","-0.16%","61.8662","550.8279","161.0193","389.8087"
"2023- 01- 16","61,100","61,300","61,600","60,800","10.02M","0.49%","62.7698","496.3378","63.5671","432.7707"
"2023- 01- 15","60,800","60,800","60,800","60,800","","0.00%","61.1907","409.3872","-44.6256","454.0128"
"2023- 01- 13","60,800","60,500","61,200","60,400","12.47M","0.50%","61.1907","322.9975","-158.1288","481.1263"
"2023- 01- 12","60,500","61,100","61,200","59,900","16.03M","0.00%","59.7174","208.0346","-278.4104","486.4450"
"2023- 01- 11","60,500","61,000","61,200","60,300","12.24M","0.17%","59.7174","88.8196","-400.0216","488.8412"
"2023- 01- 10","60,400","60,200","61,100","59,900","14.61M","-0.49%","59.2731","-64.6340","-522.2319","457.5980"
"2023- 01- 09","60,700","59,700","60,700","59,600","18.56M","2.88%","61.1522","-249.3746","-636.6314","387.2569"
"2023- 01- 08","59,000","59,000","59,000","59,000","","0.00%","53.3742","-512.0889","-733.4456","221.3567"
"2023- 01- 06","59,000","58,300","59,400","57,900","17.01M","1.37%","53.3742","-666.8685","-788.7848","121.9163"
"2023- 01- 05","58,200","58,200","58,800","57,600","15.63M","0.69%","49.2513","-854.7237","-819.2639","-35.4598"
"2023- 01- 04","57,800","55,700","58,000","55,600","20.01M","4.33%","47.0787","-1000.6083","-810.3989","-190.2094"
"2023- 01- 03","55,400","55,400","56,000","54,500","13.50M","-0.18%","30.5017","-1131.5285","-762.8466","-368.6820"
"2023- 01- 02","55,500","55,500","56,100","55,200","9.96M","0.36%","30.8759","-1037.8081","-670.6761","-367.1321"
"2022- 12- 29","55,300","56,000","56,200","55,300","10.86M","-2.30%","29.2643","-913.2732","-578.8930","-334.3802"
"2022- 12- 28","56,600","57,600","57,600","56,400","14.47M","-2.58%","34.0567","-720.6738","-495.2980","-225.3758"
"2022- 12- 27","58,100","58,000","58,400","57,900","10.60M","0.35%","41.3041","-596.7280","-438.9541","-157.7739"
"2022- 12- 26","57,900","58,000","58,100","57,700","6.74M","-0.34%","39.7158","-582.5756","-399.5106","-183.0650"
"2022- 12- 25","58,100","58,100","58,100","58,100","","0.00%","40.7395","-535.6746","-353.7443","-181.9303"
"2022- 12- 23","58,100","58,200","58,400","57,700","9.80M","-1.69%","40.7395","-488.3839","-308.2618","-180.1222"
"2022- 12- 22","59,100","58,100","59,100","58,100","10.68M","1.90%","45.8324","-420.9200","-263.2312","-157.6888"
"2022- 12- 21","58,000","58,700","59,100","58,000","9.23M","-1.02%","37.9032","-430.5073","-223.8090","-206.6983"
"2022- 12- 20","58,600","59,000","59,100","58,500","8.95M","-1.51%","40.9384","-324.4821","-172.1344","-152.3477"
"2022- 12- 19","59,500","59,500","59,900","59,100","7.12M","0.00%","46.0779","-245.5267","-134.0475","-111.4792"
"2022- 12- 18","59,500","59,500","59,500","59,500","","0.00%","46.0779","-232.8159","-106.1777","-126.6382"
"2022- 12- 16","59,500","58,300","59,500","58,300","12.05M","0.34%","46.0779","-213.2059","-74.5182","-138.6877"
"2022- 12- 15","59,300","59,800","60,200","59,300","8.65M","-1.98%","44.8460","-185.0752","-39.8463","-145.2289"
"2022- 12- 14","60,500","59,800","60,600","59,800","8.03M","1.34%","51.3871","-126.1146","-3.5390","-122.5756"
"2022- 12- 13","59,700","59,600","60,300","59,400","8.11M","0.34%","46.5620","-171.2068","27.1049","-198.3117"
"2022- 12- 12","59,500","59,900","60,000","59,400","9.01M","-1.49%","45.3017","-144.8161","76.6828","-221.4989"
"2022- 12- 11","60,400","60,400","60,400","60,400","","0.00%","50.2543","-88.6619","132.0575","-220.7194"
"2022- 12- 09","60,400","59,300","60,600","59,300","10.43M","2.03%","50.2543","-107.3354","187.2373","-294.5728"
"2022- 12- 08","59,200","58,700","59,200","58,600","12.78M","0.51%","43.1032","-129.6084","260.8805","-390.4889"
"2022- 12- 07","58,900","58,800","59,600","58,500","11.98M","-0.51%","41.1389","-33.9698","358.5028","-392.4725"
"2022- 12- 06","59,200","59,800","60,100","59,200","13.64M","-1.82%","42.5014","119.1395","456.6209","-337.4814"
"2022- 12- 05","60,300","60,900","61,100","60,000","13.73M","-0.17%","47.9031","282.2841","540.9912","-258.7071"
"2022- 12- 04","60,400","60,400","60,400","60,400","","0.00%","48.4226","374.4101","605.6680","-231.2580"
"2022- 12- 02","60,400","62,500","62,500","60,400","15.11M","-3.51%","48.4226","476.3685","663.4825","-187.1140"
"2022- 12- 01","62,600","63,100","63,200","62,300","16.50M","0.64%","60.9645","599.5755","710.2610","-110.6855"
"2022- 11- 30","62,200","60,400","62,200","60,200","16.43M","2.64%","59.1795","524.1114","737.9324","-213.8210"
"2022- 11- 29","60,600","59,900","60,600","59,800","6.90M","0.83%","50.8276","460.8955","791.3877","-330.4921"
"2022- 11- 28","60,100","60,500","60,500","59,800","8.57M","-1.48%","47.7239","536.4143","874.0107","-337.5964"
"2022- 11- 27","61,000","61,000","61,000","61,000","","0.00%","53.3524","675.9104","958.4098","-282.4994"
"2022- 11- 25","61,000","61,400","61,700","60,800","6.64M","-0.65%","53.3524","752.4904","1029.0346","-276.5442"
"2022- 11- 24","61,400","61,200","61,700","60,900","8.07M","0.66%","55.8779","839.2890","1098.1707","-258.8817"
"2022- 11- 23","61,000","61,200","61,300","60,700","8.74M","0.66%","53.8494","897.1404","1162.8911","-265.7507"
"2022- 11- 22","60,600","60,900","61,200","60,300","9.30M","-1.30%","51.7913","998.6578","1229.3288","-230.6710"
"2022- 11- 21","61,400","61,400","61,800","60,800","9.22M","-0.65%","56.4680","1154.4323","1286.9966","-132.5643"
"2022- 11- 20","61,800","61,800","61,800","61,800","","0.00%","58.9390","1255.0109","1320.1376","-65.1267"
"2022- 11- 18","61,800","61,800","62,400","61,400","11.60M","0.65%","58.9390","1324.4038","1336.4193","-12.0155"
"2022- 11- 17","61,400","62,000","62,000","61,300","13.27M","-2.07%","57.3290","1393.7103","1339.4232","54.2871"
"2022- 11- 16","62,700","62,400","62,700","61,700","12.76M","0.48%","65.0233","1502.6257","1325.8514","176.7743"
"2022- 11- 15","62,400","62,200","62,500","61,600","12.21M","0.81%","63.9876","1487.4214","1281.6579","205.7635"
"2022- 11- 14","61,900","62,900","62,900","61,700","15.87M","-1.59%","62.2580","1476.9254","1230.2170","246.7084"
"2022- 11- 13","62,900","62,900","62,900","62,900","","0.00%","68.3550","1492.9552","1168.5399","324.4153"
"2022- 11- 11","62,900","63,100","63,200","62,300","19.81M","4.14%","68.3550","1389.8811","1087.4361","302.4451"
"2022- 11- 10","60,400","61,400","61,500","60,400","21.00M","-2.58%","59.8870","1238.1048","1011.8248","226.2800"
"2022- 11- 09","62,000","62,000","62,200","61,300","13.99M","0.32%","71.2116","1280.9195","955.2548","325.6647"
"2022- 11- 08","61,800","60,500","61,900","60,500","18.23M","2.66%","70.5656","1154.0261","873.8386","280.1875"
"2022- 11- 07","60,200","59,700","60,300","59,400","12.39M","1.35%","64.6769","995.6418","803.7917","191.8501"
"2022- 11- 06","59,400","59,400","59,400","59,400","","0.00%","61.0599","941.9128","755.8292","186.0836"
"2022- 11- 04","59,400","59,100","59,500","58,400","12.42M","0.34%","61.0599","941.0891","709.3083","231.7808"
"2022- 11- 03","59,200","58,600","59,800","58,100","17.35M","-0.67%","60.1810","926.3492","651.3631","274.9861"
"2022- 11- 02","59,600","59,700","60,000","59,300","13.12M","-0.67%","62.8140","914.4252","582.6166","331.8086"
"2022- 11- 01","60,000","59,900","60,300","59,500","17.02M","1.01%","65.4740","845.1778","499.6644","345.5134"
"2022- 10- 31","59,400","58,100","59,900","58,000","18.93M","3.66%","63.3099","703.7722","413.2861","290.4861"
"2022- 10- 30","57,300","57,300","57,300","57,300","","0.00%","53.9238","574.1414","340.6646","233.4768"
"2022- 10- 28","57,300","58,900","59,200","57,200","20.61M","-3.70%","53.9238","614.1524","282.2954","331.8570"
"2022- 10- 27","59,500","59,700","60,100","58,900","21.63M","0.17%","70.1297","656.2879","199.3311","456.9568"
"2022- 10- 26","59,400","58,000","59,600","57,700","20.69M","2.95%","69.7459","476.5221","85.0919","391.4302"
